player,win,total,winrate
Rascal_暗裔剑魔,7,12,0.583
Lwx_圣枪游侠,22,38,0.579
Elyoya_刀锋之影,8,14,0.571
Hanabi_狂暴之心,8,14,0.571
Crisp_魔法猫咪,8,14,0.571
Hanabi_法外狂徒,17,31,0.548
DuDu_刀锋舞者,6,11,0.545
Willer_盲僧,6,11,0.545
icon_解脱者,6,11,0.545
Nuguri_法外狂徒,26,48,0.542
Light_荣耀行刑官,7,13,0.538
Canyon_元素女皇,7,13,0.538
Iwandy_唤潮鲛姬,8,15,0.533
Cryin_刀锋舞者,11,21,0.524
Viper_荣耀行刑官,18,36,0.5
Zven_圣枪游侠,12,24,0.5
Rascal_刀锋舞者,8,16,0.5
Adam_狂暴之心,6,12,0.5
Nuguri_刀锋舞者,8,16,0.5
Doinb_卡牌大师,7,14,0.5
Jiejie_元素女皇,8,16,0.5
Gumayusi_赏金猎人,5,10,0.5
Clid_时间刺客,9,18,0.5
Life_魔法猫咪,6,12,0.5
Elyoya_元素女皇,13,26,0.5
Willer_元素女皇,9,18,0.5
Ruler_赏金猎人,9,18,0.5
River_元素女皇,6,12,0.5
Kaiser_曙光女神,6,12,0.5
GALA_暴走萝莉,7,14,0.5
Ming_唤潮鲛姬,8,16,0.5
Unified_圣枪游侠,5,10,0.5
Rascal_青钢影,10,21,0.476
Elyoya_岩雀,9,19,0.474
Crisp_唤潮鲛姬,8,17,0.471
Ghost_圣枪游侠,8,17,0.471
xiaolaohu_无双剑姬,8,17,0.471
xiaolaohu_未来守护者,14,30,0.467
Jensen_刀锋舞者,5,11,0.455
Doinb_诡术妖姬,7,16,0.438
Larssen_符文法师,7,16,0.438
Khan_法外狂徒,5,12,0.417
Faker_诡术妖姬,5,12,0.417
Zven_残月之肃,5,12,0.417
Bwipo_时间刺客,4,10,0.4
DuDu_法外狂徒,4,10,0.4
Ssumday_法外狂徒,6,15,0.4
Humanoid_沙漠皇帝,5,13,0.385
CoreJJ_镕铁少女,4,11,0.364
